"Data_Status","State","MSN","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"2013F","CT","WWCXB","70","68","70","67","70","76","84","93","113","126","329","291","249","305","203","222","249","207","228","532","416","434","458","584","560","565","5742","5871","5836","4892","504","421","431","449","439","157","145","154","163","328","324","312","273","317"
"2013F","CT","WWISB","1398","1464","1587","1642","1723","1512","1803","1653","1841","1944","2706","2856","2763","3121","3184","3170","2869","2857","2972","1266","341","358","323","336","554","646","1259","1316","556","574","541","543","506","514","542","550","511","537","517","472","511","562","571","461"
"2013F","CT","WWIXB","8165","8547","9266","9589","10059","8826","10529","9648","10749","11351","15750","16623","16082","18165","18532","18453","14182","13900","14342","5827","1794","1884","1699","1772","1913","2252","4510","4814","4531","4683","4470","4517","3061","3116","3295","3337","2892","3034","2923","2658","2881","2410","2462","1953"
"2013F","CT","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","CT","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","CLOSB","10017","7345","7339","6621","3971","6951","5232","3991","2017","2889","609","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","CLRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013F","DC","DFISB","2196","2038","1318","1047","931","875","790","927","845","1658","1118","2313","1092","147","172","236","511","79","19","21","14","12","87","95","81","91","105","120","101","816","195","209","403","562","274","225","242","285","175","155","53","133","130","93"
"2013F","DC","DFRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
